Category,Name,Author_1,Author_2,Author_3,Author_4,Author_5,Author_6,Uni_1,Uni_2,Uni_3,Uni_4,Uni_5,Uni_6
Management Accounting,Artificial intelligence for sustainability performance management: an integrative framework,Robert Faber,Bert Steens,Henri Dekker,,,,Vrije Universiteit Amsterdam,Vrije Universiteit Amsterdam,Vrije Universiteit Amsterdam,,,
Management Accounting,Integrating sustainability control in retail: an architecture-context fit perspective,Timur Uman,Miguel Gil,Mart Ots,,,,Jönköping University,Jönköping University,,,,
Management Accounting,Challenges for sustainability-related accounting and ESRS: management control systems and reporting,Tuija Virtanen,Minna Suutari,,,,,University of Helsinki,,,,,
Management Accounting,Can speculative design help managers identify more risks?,Dominic Santschi,Patrick Wilhelm,Dennis D. Fehrenbacher,Tobias Kowatsch,,,University of St.Gallen,Zurich University of The Arts,affiliation not provided,,,
Management Accounting,"Not all wrongs are equal: performance, pay appropriateness, and the decision to blow the whistle",Michael Kolodziej,Matthias Sohn,Kai Bauch,,,,European University Viadrina,University of Rostock,,,,
Management Accounting,Visual shortcuts or focal points? How risk maps and responsibility framing steer ESG risk response,Joanna van Meerbeeck,Eddy C Ardinael,Sabra Khajehnejad,Dieter Smeulders,Alexandra van den Abbeele,,KU Leuven,Tilburg University,KU Leuven,Nyenrode Business University,,
Management Accounting,Do managers obey the corporate values? Experimental evidence from managerial reporting,Philipp Richter,Peter Schaefer,Dominik Weise,,,,Dresden University of Technology,Technical University of Munich,,,,
Management Accounting,An exploratory study of demand-driven feedback systems in creative contexts,Cardin Masselink,Bart Dierynck,,,,,Tilburg University,,,,,
Management Accounting,The power of perspective: the effect of performance reporting frames on solving collective action problems,Siman Li,,,,,,,,,,,
Management Accounting,Management control system as a system: the case of the amoeba management system at Kyocera Corporation,Reinaldo Guerreiro,Paschoal Russo,Juliana Amaral,,,,University of Sao Paulo,Faculdade Fipecafi,,,,
Management Accounting,Dissemination of management controls across hierarchies,Kai Moßmann,Christian Hofmann,,,,,LMU Munich,,,,,
Management Accounting,Personnel controls and learning in a hybrid work setting: insights from BIG 4 accountancy firms,Michelle Carr,,,,,,,,,,,
Management Accounting,(Smart)watch your attention - a field experiment on health monitoring and productivity,Yutong Chen,Timo Vogelsang,Yaxuan Chen,,,,Frankfurt School of Finance & Management,Frankfurt School of Finance & Management,,,,
Management Accounting,Too much of a good thing: when does greater performance measurement frequency lead to less learning?,Ivo Tafkov,Jongwoon (Willie) Choi,Gary Hecht,,,,Georgia State University,University of Wisconsin-Madison,,,,
Management Accounting,The effects of mandatory and voluntary relative performance information on employee performance in skill development – a field experiment,Philip Autenrieth,Christoph Feichter,Jonas Haas,Mischa Seiter,Markus Wabnegg,,Ulm University,Vienna University of Economics and Business,Ulm University,Ulm University,,
Management Accounting,The role of team characteristics and business fundamentals in identifying high-growth entrepreneurial companies: a machine learning approach,Yi Jiang,Bin Ke,Zhen Long,Hongye Lyu,,,Harbin Institute of Technology (Shenzhen),National University of Singapore,Zhongnan University of Economics and Law,,,
Management Accounting,The effect of female leader team on staff turnover: the moderating role of ESG performance,Yu-Chun Lin,,,,,,,,,,,
Management Accounting,Corporate cultural diversity and long-term performance: the role of employee ownership,Karel Vanherle,Sebastian Firk,Aleksandra Klein,Jan Hennig,Alexandra van den Abbeele,,Vlerick Business School,University of Duisburg-Essen,University of Sustainability Vienna – Charlotte Fresenius Private University,University of Groningen,,
Management Accounting,Corporate culture and cost stickiness,Cheol Lee,Sohyung Kim,Chansog Kim,,,,Wayne State University,Brock University,,,,
Management Accounting,"Human capital metrics in CEO compensation: effects on pay equity, employee productivity, and firm value",Jia-Wen Liang,,,,,,,,,,,
Management Accounting,Organizational identification and managerial myopia: evidence from R&D investment,Jongyu Paula Hao,Eileen Chia-Ling Lee,Lu Zhu,,,,"California State University, Long Beach",National Chengchi University,,,,
Management Accounting,Navigating through the storm – physical climate risk and cost structure,Andre Hoppe,Chenlin Guo,,,,,KU Leuven,,,,,
Management Accounting,Market orientation and asymmetric cost management: evidence from linguistic cues,Kenneth Zheng,Weiwei Wang,Rajib Hasan,,,,University of Wyoming,Weber State University,,,,
Management Accounting,Quiet quitting: when coercive management control practices meet employees’ suppression of emotions and breach the psychological contract,Rosemarijn de Bruin,Lucia Bellora-Bienengräber,Paula Dirks,Sally Widener,,,University of Groningen,University of Duisburg-Essen,University of Groningen,,,
Management Accounting,Intertemporal dynamics of cost asymmetry,Eti Einhorn,Efrat Shust,,,,,Tel Aviv University,,,,,
Management Accounting,The principles of NPM in a governmentality hybrid. Evidence from Greek hospitals,Vasileios Milios,,,,,,,,,,,
Management Accounting,Know when to compare: the role of social comparison orientation,Evelyn Intan,,,,,,,,,,,
Management Accounting,Visualization of surgical costs using FL-TDABC and comparative analysis across hospital functions: an empirical examination incorporating uncertainty in medical processes,Hirooki Yoshihara,Jaewook Kim,,,,,Hiroshima University,,,,,
Management Accounting,No way to bounce back: how did Ukrainian SMEs stay resilient during the war?,Valeriia Melnyk,Olga Nicole Ermann,Carolyn Cordery,,,,Free University of Bozen,Nord University Business School,Victoria University of Wellington,,,
Management Accounting,"Online anger, offline costs: how consumer complaints create labor cost stickiness",Haowen Tian,Huili Zhi,Wenlan Xie,,,,Northwestern Polytechnical University,Northwestern Polytechnical University,The University of Sydney,,,
Public Sector Accounting & Not-For-Profit Accounting,Public value accounting: a systematic literature review and an ecosystem framework for analysis,Tie Cui,Yinuo Pan,,,,,University of Edinburgh,,,,,
Public Sector Accounting & Not-For-Profit Accounting,Detecting corruption risk: the effectiveness of anti-corruption measures,Diletta Vito,Giuseppe d’Onza,Romina Rakipi,Daniele Tammaro,,,University of Pisa,University of Pisa,West Virginia University,,,
Public Sector Accounting & Not-For-Profit Accounting,Stabilizing the unstable: budgeting social equity as a calculative practice in public sector allocation,Roland Almqvist,,,,,,,,,,,
Public Sector Accounting & Not-For-Profit Accounting,The impact of government target-based revenue manipulation on firms,Ningzhong Li,,,,,,,,,,,
Public Sector Accounting & Not-For-Profit Accounting,Financial condition determinants: a cross-country analysis of local governments in Italy and Portugal,Filippo di Lucia,Susana Jorge,Sebastiano Torcivia,,,,University of Palermo,University of Coimbra,,,,
Public Sector Accounting & Not-For-Profit Accounting,"With a little help of the state: supervision logic, institutional entrepreneurship and organizational transformation in a financial NGO",Nieves Carrera,Sampson Kwabena Senahey,Marco Trombetta,,,,IE University,IE University,,,,
Public Sector Accounting & Not-For-Profit Accounting,Managing sustainability integration in the public sector: insights from the German federal administration,Miriam Maske,Matthias Sohn,Philipp Herrmann,Bernhard Hirsch,David Lindermüller,,European University Viadrina,University of Rostock,University of the Bundeswehr Munich,Munich University of The Federal Armed Forces,,
Public Sector Accounting & Not-For-Profit Accounting,Gender-responsive budgeting: mobilising knowledge for public value creation,Chiara Oppi,Giovanna Galizzi,,,,,University of Bergamo,,,,,
Public Sector Accounting & Not-For-Profit Accounting,Value for money as an ethical practice: integrity and accountability in NHS business case decision-making,Dennis de Widt,,,,,,Cardiff University,,,,,
Public Sector Accounting & Not-For-Profit Accounting,Heritage assets recognition and disclosure: impact on citizens’ perceptions,Eugenio Anessi Pessina,Fabio Calò,Cecilia Langella,,,,Università Cattolica del Sacro Cuore,Università Cattolica del Sacro Cuore,Università Cattolica del Sacro Cuore,,,
Public Sector Accounting & Not-For-Profit Accounting,Does public accounting transparency lower sovereign borrowing costs?,Jan-Hendrik Meier,Tetiana Paientko,,,,,Kiel University of Applied Sciences,HTW Berlin - University of Applied Sciences,,,,
Public Sector Accounting & Not-For-Profit Accounting,The usefulness of financial reporting information in decision-making: determinant factors in Portuguese municipalities,Susana Jorge,Joana Caetano,Sónia Nogueira,,,,University of Coimbra,Instituto Politécnico de Bragança,Instituto Politécnico de Bragança,,,
Public Sector Accounting & Not-For-Profit Accounting,"Charity, performance and emotion: in giving, we receive",Mariannunziata Liguori,Noel Hyndman,,,,,Durham University,Queen’s University Belfast,,,,
Public Sector Accounting & Not-For-Profit Accounting,Municipality size and asymmetric cost behaviour: empirical evidence from Finland,Pasi Leppänen,Hannu Ojala,Jani Saastamoinen,Antti Rautiainen,Henri Hahtela,,University of Eastern Finland,University of Eastern Finland,University of Eastern Finland,University of Jyväskylä,,
Public Sector Accounting & Not-For-Profit Accounting,Shifting perceptions of expectations: the role of controllers in Finnish municipalities,Jukka Pellinen,Kari Sippola,Anniina Kinnunen,Tiina Jylhä,,,University of Jyväskylä,University of Jyväskylä,University of Jyväskylä,University of Jyväskylä,,
Public Sector Accounting & Not-For-Profit Accounting,Disclosure policies of nonprofit organizations competing for donations,Nicole Rauch,Michael Kopel,,,,,University of Graz,University of Graz,,,,
Public Sector Accounting & Not-For-Profit Accounting,"Signalling trust: the interplay of accountability, digitalisation, and informal reputation in NGOs",Sviesa Leitoniene,Halina Waniak-Michalak,Ivana Perica,,,,Kaunas University of Technology,University of Lodz,University of Split,,,
Public Sector Accounting & Not-For-Profit Accounting,Understanding corporate philanthropy: factors influencing donation decisions,Filomena Antunes Bras,Cleide Carneiro,,,,,University of Minho,University of Minho,,,,
Social and Environmental Accounting,Scenarios for CSRD scope amendments: advancing reporting scope while reducing further burden,Andreas Rasche,Theodor Cojoianu,Andreas G. F. Hoepner,Fabiola Schneider,,,Copenhagen Business School,University College Dublin,School of Business-University College Dublin,,,
Social and Environmental Accounting,Determinants of corporate opinions on the SEC’s proposal for climate-related disclosure requirements: an LLM-facilitated analysis of comment letters,Benita Gullkvist,Jie Bao,,,,,University of Vaasa,,,,,
Social and Environmental Accounting,Polycentric legitimacy and the localisation of global sustainability standards,Arawela Sovala,Othmar Lehner,,,,,Hanken School of Economics,,,,,
Social and Environmental Accounting,Seeming or being: the abnormal tone of CEO letters in ESG reports,Lars-Eric Brüske,Nicole Ratzinger-Sakel,Florian Habermann,,,,University of Hamburg,University of Hamburg,,,,
