Category,Name,Author_1,Author_2,Author_3,Author_4,Author_5,Author_6,Author_7,Author_8,Author_9,Author_10,Author_11,Author_12,Author_13,Author_14,Author_15,Author_16,Uni_1,Uni_2,Uni_3,Uni_4,Uni_5,Uni_6,Uni_7,Uni_8,Uni_9,Uni_10,Uni_11,Uni_12,Uni_13,Uni_14,Uni_15,Uni_16
Accounting and Governance,"Investigating the effects of environmental uncertainty, competitive strategy, and management control systems on organizational learning and performance",Rachmawati Rachmawati,Lindawati Gani,Johnny Jermias,,,,,,,,,,,,,,Widya Mandala Catholic Surabaya University,Universitas Indonesia,Simon Fraser University,,,,,,,,,,,,,
Accounting and Governance,The Impact of Board and Executive Characteristics on ESG Disclosure,Chih Fang,Musharraf Alanazi,Kevin Fang,,,,,,,,,,,,,,Morgan State University,Mogan State University,University of Maryland,,,,,,,,,,,,,
Financial Reporting,Board Interlocks and Asymmetric Cost Behavior,Yao Zhang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management Accounting,The interplay between the organization’s management model and business model,Reinaldo Guerreiro,Paschoal Russo,Juliana Amaral,,,,,,,,,,,,,,Universidade de São Paulo,FIPECAFI,,,,,,,,,,,,,,
Management Accounting,Cost Uniqueness and Tax Avoidance,Hsihui Chang,Yingwen Guo,Raj Mashruwala,YeWang,,,,,,,,,,,,,Drexel University,Hong Kong Polytechnic University,University of Calgary,,,,,,,,,,,,,
Management Accounting,Asymmetric Cost Behavior and Corporate Environmental Commitments,DetianYang,Clara Xiaoling Chen,Jackie Zeyang Ju,Hong Xie,,,,,,,,,,,,,University of Hong Kong,University of Illinois Urbana-Champaign,University of Kentucky,,,,,,,,,,,,,
Management Accounting,Management control through verbal rewards—A systematic review and research agenda,Sven Siverbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management Accounting,The digital sky is the limit: management control and technological affordances in a platform organization in the aviation industry,Veronica Casarin,Christoph Endenich,Stefan Linder,Keith Robson,,,,,,,,,,,,,ESSEC Business School,ESSEC Business School,ESSEC Business School,,,,,,,,,,,,,
Management Accounting,The Interplay of Management Control Systems and Employee Identification Processes in Organizational Cultural Change,Gianluca F. Delfino,Caterina Moschieri,,,,,,,,,,,,,,,Stockholm School of Economics,,,,,,,,,,,,,,,
Management Accounting,Misconduct Reporting and Identity,Yutong Chen,Hari Ramasubramanian,TimoVogelsang,,,,,,,,,,,,,,Frankfurt School of Finance & Management,Frankfurt School of Finance & Management,,,,,,,,,,,,,,
Management Accounting,The double-edged sword of social capital embeddedness: a sequential model for linking information systems quality to social value creation in cooperatives,Thiago Tomaz Luiz,Ilse Beuren,Renata Oliveira,Vanderlei Santos,,,,,,,,,,,,,Federal University of Santa Catarina,Federal University of Santa Catarina,Federal University of Uberlândia,,,,,,,,,,,,,
Financial Reporting,Governmental Exposure: Curse or Blessing? New Insights from Resource-Adjustment Decisions,Awad Ibrahim,Hesham Ali,,,,,,,,,,,,,,,Portsmouth University,,,,,,,,,,,,,,,
Management Accounting,Manager’s Dilemma between Career Concerns and the Ratchet Effect,Jumpei Nishitani,Yasuhiro Mazda,,,,,,,,,,,,,,,Ritsumeikan University,,,,,,,,,,,,,,,
Management Accounting,"The framing of performance measures, target setting and effort provision",Tomohiro Sakuma,Sho Hayakawa,Hiroshi Miya,Eiichiro Suematsu,,,,,,,,,,,,,Kobe University,University of Marketing and Distribution Sciences,Kobe University,,,,,,,,,,,,,
Management Accounting,Nonexecutive Equity Compensation and Financial Leverage,Yinghui Chen,Ting Ren,Marshall Vance,Youzhi Xiao,,,,,,,,,,,,,Beijing Normal University,"Peking University, HSBC Business School",Virginia Tech,,,,,,,,,,,,,
Management Accounting,A Field Experiment on the Effect of (Non) Compensatory Team Compensation on Team Performance of a Conjunctive Task,Khim Kelly,Adam Presslee,Kelsey Matthews,,,,,,,,,,,,,,University of Central Florida,University of Waterloo,,,,,,,,,,,,,,
Management Accounting,Management control choices and firm motivations for environmental sustainability,David Bedford,Josep Bisbe,Marti Guasch,,,,,,,,,,,,,,University of Technology Sydney,ESADE,,,,,,,,,,,,,,
Management Accounting,Social media exposure and control systems flexibility,Jacobo Gomez Conde,Januário Monteiro,Rogério Lunkes,,,,,,,,,,,,,,Universidad Autónoma de Madrid,University of East Anglia,,,,,,,,,,,,,,
Management Accounting,The effect of an environmental mission statement and leadership communication style on employees’ pro-environmental behavior,Sophie Maussen,Melissa Verniest,Sophie Hoozée,Marie Claeys,,,,,,,,,,,,,Ghent University,Ghent University,Ghent University,,,,,,,,,,,,,
Management Accounting,Diffusion of management practices between a local company and a global company—a case study,Luis Pimentel,Tiago Dias,Ruben Barros,,,,,,,,,,,,,,Universidade Europeia - Cetrad Europeia,Europeia University,,,,,,,,,,,,,,
Management Accounting,Rewarding a Leadership Team: Insights from CEO Pay Slice and Pay Dispersion among the CEO’s Top Team,Mark Anderson,Yan Ma,Rong Zhao,,,,,,,,,,,,,,University of Calgary,University of North Florida,,,,,,,,,,,,,,
Financial Reporting,The Effects of Reporting Frequency and Reporting Structure on Employee Effort,Razvan Ghita,Victor Maas,,,,,,,,,,,,,,,University of Southern Denmark,,,,,,,,,,,,,,,
Management Accounting,The Effect of Reward Frequency and Reward Conditionality on Drivers of Employee Performance,Grazia Xiong,Drew Newman,Ivo Tafkov,Nathan Waddoups,,,,,,,,,,,,,Utah State University,University of South Carolina,Georgia State University,,,,,,,,,,,,,
Management Accounting,The Moderating Role of Personal Identity in Prosocial Incentives: An Experimental Investigation,Liliana Dewaele,Thomas Thijssens,Frank Hubers,Marjolein Caniels,,,,,,,,,,,,,Open University of the Netherlands,Open University of the Netherlands,Open University of the Netherlands,,,,,,,,,,,,,
Management Accounting,Design Qualities and Their Interdependencies in Performance Measurement Systems: On the Contours of a Meta-Structure,Allan Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management Accounting,Flourishing or Wilting? Managing mixed emotions under target-driven pressures,Lan Nguyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management Accounting,When Data Visualization Backfires: The Effect of Mood and Data Visualization on Mood-congruence Bias,Yasheng Chen,Xin Xu,Huaxiang Yin,,,,,,,,,,,,,,Xiamen University,Sun Yat-Sen University,,,,,,,,,,,,,,
Management Accounting,Faster or Slower than Expected: Either is a Bad Signal if You Are Already Disliked,Jeremiah Bentley,Matthew Sherwood,Aubrey Whitfield,,,,,,,,,,,,,,University of Massachusetts Amherst,University of Massachusetts Amherst,,,,,,,,,,,,,,
Financial Reporting,The Effects of Reporting Frequency and Reporting Structure on Employee Effort,Razvan Ghita,Victor Maas,,,,,,,,,,,,,,,University of Southern Denmark,,,,,,,,,,,,,,,
Accounting and Governance,A theory of firm sustainability practices for future financial risks,Toshiaki Wakabayashi,Makoto Kuroki,,,,,,,,,,,,,,,Waseda University,,,,,,,,,,,,,,,
Management Accounting,The effect of control strength on outlier-driven control decisions,Cardin Masselink,Bart Dierynck,,,,,,,,,,,,,,,Tilburg University,,,,,,,,,,,,,,,
Accounting and Governance,Buyers Beware: The Effect of Buyers’ Product Mix and Support Provided to Tier-1 Suppliers on Supply Chain Sustainability,Linda Chang,Mandy Cheng,,,,,,,,,,,,,,,University of New South Wales,,,,,,,,,,,,,,,
Accounting and Governance,The Role of Loss Aversion in Multi-Rater Subjective Performance Evaluations,Taichi Kimura,Takahiro Morimitsu,,,,,,,,,,,,,,,Keio University,,,,,,,,,,,,,,,
Financial Reporting,Does Attitude Matter? The Effects of Incentives and Employees’ Environmental Attitude on Work-Related Carbon Reduction Behavior,Xian Huang,Yasheng Chen,Meirong He,,,,,,,,,,,,,,University of Science and Technology of China,Xiamen University,,,,,,,,,,,,,,
Management Accounting,Use of Different Performance Measures and Their Influence on Managers’ Decision-making,Yudai Onitsuka,Eiichiro Suematsu,Eri Yokota,,,,,,,,,,,,,,Chiba University,Saitama University,,,,,,,,,,,,,,
Management Accounting,The Polarizing Performance Effect of Private Social Comparison Information,Matthias Mahlendorf,Kohler Maximilian,Mischa Seiter,Timo Vogelsang,,,,,,,,,,,,,Frankfurt School of Finance & Management,affiliation not provided,Ulm University,,,,,,,,,,,,,
Management Accounting,Mixed Motives for Doing Good: The Effect of Profit Motives in Charitable Initiatives on Employee Opportunism,Joel Berge,Farah Arshad,,,,,,,,,,,,,,,NHH - Norwegian School of Economics,,,,,,,,,,,,,,,
Management Accounting,Time Budget Uncertainty and Creativity,Florian Loizl,Christoph Feichter,Isabella Grabner,,,,,,,,,,,,,,WUVienna,WUVienna,,,,,,,,,,,,,,
Management Accounting,Does Local Political Corruption Asymmetrically Affect Resource Adjustment Decisions?,Panagiotis Loukopoulos,Georgios Loukopoulos,Dimitrios Ntounis,,,,,,,,,,,,,,University of Strathclyde,University of Sussex,,,,,,,,,,,,,,
Management Accounting,A Good Virus—The Contagion Effect of Whistleblowing with Monetary Incentives,Alisa Brink,Yelin Li,,,,,,,,,,,,,,,Virginia Commonwealth University,,,,,,,,,,,,,,,
Management Accounting,Infrapolitical Resistance to Management Control in the Home Workplace,Mohamed Chelli,Darlene Himick,,,,,,,,,,,,,,,University of Ottawa,,,,,,,,,,,,,,,
Management Accounting,Do Retention Bonuses Encourage Complacency? An Experimental Study of Retention Bonus Design,Nicholle Kovach,Leslie Berger,Christopher Wong,,,,,,,,,,,,,,Wilfrid Laurier University,Wilfrid Laurier University,,,,,,,,,,,,,,
Management Accounting,Shaping Habits in Organizations: A Field Experiment,Leonhard Grabe,Saskia Opitz,Dirk Sliwka,,,,,,,,,,,,,,University of Cologne,University of Cologne,,,,,,,,,,,,,,
Management Accounting,Uncovering the value drivers in the US airline industry: A machine learning approach,Emma Willems,Kristof Stouthuysen,Tim Verdonck,,,,,,,,,,,,,,Aalto University,Vlerick Business School,,,,,,,,,,,,,,
Management Accounting,Exploring the dynamic interplay of aspiration and anticipation in the interactional framing of future performance in forecasting meetings,Leona Wiegmann,Lukas Goretzki,Ferdinand Kunzl,,,,,,,,,,,,,,ESCP Business School,Stockholm School of Economics,,,,,,,,,,,,,,
Management Accounting,In Search of Strategic Risk Management: The Interplay between Risk-Based Strategic Planning and Risk Analytics,Arthur Posch,Evelyn Braumann,Aleksandra Klein,,,,,,,,,,,,,,University of Sustainability - Charlotte Fresenius Private University,Vrije Universiteit Amsterdam,,,,,,,,,,,,,,
Management Accounting,Employee autonomy as a control mechanism: why (and how) supervisors provide autonomy to employees,Sander Van Triest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management Accounting,The Forgotten Dimension: Antecedents and Outcomes of Social Sustainability Measurement,Elisa Ballesio,Edoardo Crocco,Elisabeth Walliser,Laura Broccardo,,,,,,,,,,,,,University of Turin,University of Turin,Université Côte d’Azur - GRM,,,,,,,,,,,,,
Management Accounting,R&D Expenditure Stickiness and Technological Innovation,Bukyung Kim,Kyeongmin Kim,Jinbae Kim,,,,,,,,,,,,,,Korea University,Korea University,,,,,,,,,,,,,,
Management Accounting,The transformation of a donor dependent Financial NGO to a commercial microfinance institution: the interaction between prudential supervisory logic and Manage,Marco Trombetta,Sampson Kwabena Senahey,,,,,,,,,,,,,,,IE University,,,,,,,,,,,,,,,
Management Accounting,Enhancing a family firm’s absorptive capacity: Is there a role for performance measurement systems?,Ann Jorissen,Martine Cools,Phuong Duong,Wim Voordeckers,Ine Paeleman,,,,,,,,,,,,University of Antwerp,KU Leuven,Universiteit Hasselt,Hasselt University,,,,,,,,,,,,
Management Accounting,Management Control in Hybrid Contexts: The Role of Peer Monitoring for Telecommuters’ Career Prospects,Isabella Grabner,Tanja Schiffner,Markus Wabnegg,,,,,,,,,,,,,,WUVienna,WUVienna,,,,,,,,,,,,,,
Management Accounting,Management Control Consistency and Employee Selection,Jan Roessner,Christian Hofmann,,,,,,,,,,,,,,,Ludwig-Maximilians-Universität München,,,,,,,,,,,,,,,
Financial Reporting,Algorithmic Target Setting: Fairness Heuristics Drive Subordinate Behavior,Robert Gillenkirch,Julia Ortner,Tim Schacherer,Louis Velthuis,,,,,,,,,,,,,University of Osnabrück,Mainz University,University of Osnabrück,,,,,,,,,,,,,
Financial Reporting,Human and Algorithmic Advice in Operational and Strategic Decision Making,Ranna Iraqi,Maik Lachmann,,,,,,,,,,,,,,,Technical University of Berlin,,,,,,,,,,,,,,,
Financial Reporting,Beyond traditional and alternative budgeting: Budgeting as a framework,Catherine Batt,Amalie Ringgaard,,,,,,,,,,,,,,,Copenhagen Business School,,,,,,,,,,,,,,,
Financial Reporting,The Effect of Anonymity in Upward Feedback: How Feedback Valence and Participation Basis Affect Manager Response,Svenja Marsula,Sandra Winkelmann,Todd A. Thornock,Bret Sheeley,,,,,,,,,,,,,Ruhr University Bochum,Ruhr University Bochum,University of Nebraska-Lincoln,,,,,,,,,,,,,
Financial Reporting,"Information search, attention distribution and biased performance evaluations: Evidence from students and executive managers",Miriam Maske,Bernhard Hirsch,Matthias Sohn,,,,,,,,,,,,,,University of the Bundeswehr München,Munich University of the Federal Armed Forces,,,,,,,,,,,,,,
Financial Reporting,The Spillunder Effect: The Interplay between Cognitive Intrusion and Feedback Frequency in Sequential Task Environments,Anil Kshatriya,Hari Ramasubramanian,,,,,,,,,,,,,,,ESSEC Business School,,,,,,,,,,,,,,,
Financial Reporting,Algorithm Aversion in Internal Investment Decision-Making,Tom Gubini,Thorsten Knauer,Svenja Marsula,Sandra Winkelmann,,,,,,,,,,,,,Ruhr University Bochum,Ruhr University Bochum,Ruhr University Bochum,,,,,,,,,,,,,
Financial Reporting,"Corporate ESG Performance, Nonmonetary Benefits, and Rank-and-file Employee Compensation",Ruixue Zhou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Reporting,"Performance measurement system diversity, Business Intelligence, and digitalization level: impact on sustainable performance",Kerim Karmeni,Adel Beldi,,,,,,,,,,,,,,,Rabat Business School - UIR,,,,,,,,,,,,,,,
Financial Reporting,The Impact of “Artificial Intelligence Members” on Employee Performance and Team Commitment,Yasheng Chen,Zhuojun Wu,Ruyi Jie,,,,,,,,,,,,,,Xiamen University,Xiamen University,,,,,,,,,,,,,,
Financial Reporting,This joke’s on us! An analysis of accounting jokes and the use of humor in accounting academia,Thomas Günther,Sebastian Oelrich,,,,,,,,,,,,,,,Dresden University of Technology,,,,,,,,,,,,,,,
Management Accounting,CEO Government Work Experience and Regulatory Noncompliance: Evidence Based on Safety-Related Violations,Ling Zhou,Li Xu,Kiely Yonce,,,,,,,,,,,,,,University of New Mexico,Washington State University,,,,,,,,,,,,,,
Management Accounting,The influence of management control systems on product innovation: The decision-supporting role of business unit controllers,Tomohisa Kitada,Takehisa Kajiwara,,,,,,,,,,,,,,,Kindai University,,,,,,,,,,,,,,,
Management Accounting,Team-based Relative Performance Feedback and Nudging: Empirical Evidence on Non-Monetary Incentives,Helena Manger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management Accounting,Managing the tension between centralization and decentralization in implementing value-based management: A comparative case study in Japanese companies,Keita Masuya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management Accounting,How Integrated Thinking can combine with the Balanced Scorecard to enable sustainability in practice,Ruth Dimes,Charl DeVilliers,,,,,,,,,,,,,,,Open University,,,,,,,,,,,,,,,
Management Accounting,Is It Better to be Loved or Feared? The Effects of Manager Kindness and Reward Discretion on Employee Effort,Victor Maas,Joel Berge,Huaxiang Yin,,,,,,,,,,,,,,University of Amsterdam,NHH - Norwegian School of Economics,,,,,,,,,,,,,,
Management Accounting,The Effects of Uncertainty in Tournaments on Sabotage and Effort,Julia Beck,Markus Brunner,,,,,,,,,,,,,,,Technical University of Munich,,,,,,,,,,,,,,,
Management Accounting,Granted and Applied Discretion in Clawing Back Performance-based Payments—Effects on Honesty in Reporting,Lukas Schilling,Ann Tank,Pedell Pedell,,,,,,,,,,,,,,University of Stuttgart,University of Groningen,,,,,,,,,,,,,,
Management Accounting,Learning-to-contract: The Effect of Partner Experience on Contract Language Customization,Tineke Distelmans,Martine Cools,Isabella Grabner,Kristof Stouthuysen,Alexandra Van Den Abbeele,,,,,,,,,,,,Vrije Universiteit Amsterdam,KU Leuven,WU Vienna,Vlerick Business School,,,,,,,,,,,,
Management Accounting,Getting Predictive Analytics Up and Running in Management Accounting: Insights from Forecasting in Large German Firms,Johannes Thaller,Holger Daske,Martin Hiebl,,,,,,,,,,,,,,Johannes Kepler University Linz,University of Mannheim,,,,,,,,,,,,,,
Financial Reporting,Not All Human Capital Initiatives Are Equal: The Role of Initiative Type and Financial Performance on Investor Judgments,Wolfgang Schultze,Ling Lin Harris,Khim Kelly,Bret Sheeley,,,,,,,,,,,,,University of Augsburg,University of Nebraska-Lincoln,University of Central Florida,,,,,,,,,,,,,
Management Accounting,Supervisory board’s gender diversity and cost of debt,Marwa Durani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management Accounting,"Strategy, strategic management accounting and performance: A contingency perspective",Petr Petera,Simon Cadez,Jaroslav Wagner,Libuše Šoljaková,,,,,,,,,,,,,Prague University of Economics and Business,University of Ljubljana,Prague University of Economics and Business,,,,,,,,,,,,,
